Date,Entry Point,Adj Close,PNL,End date,Position,Start Price,Stop Loss
2022-11-11,1,293.76641845703125,0.0019726390791405656,2022-11-14,1,293.76641845703125,296.696044921875
2024-09-24,1,353.1700134277344,-0.020203833599405495,2024-09-25,0,,
