Date,Entry Point,Adj Close,PNL,End date,Position,Start Price,Stop Loss
2022-11-10,1,366.3699951171875,-0.046102200944056634,2022-11-11,0,,
2022-11-11,1,352.4104919433594,0.005671797029162384,2022-11-14,1,352.4104919433594,357.22857666015625
2023-10-27,1,445.8357238769531,-0.0048752449236420066,2023-10-30,0,,
2023-11-15,1,444.1938171386719,0.0018569989041137668,2023-11-16,1,444.1938171386719,448.5722351074219
2024-05-03,1,527.60986328125,0.0006034130924672271,2024-05-06,1,527.60986328125,532.1491088867188
2024-06-27,1,592.4427490234375,-0.023441789911216947,2024-06-28,0,,
2024-06-28,1,583.2943725585938,-0.004061818442463634,2024-07-01,0,,
2024-08-08,1,546.81103515625,-0.01961620243082003,2024-08-09,0,,
