Date,Entry Point,Adj Close,PNL,End date,Position,Start Price,Stop Loss
2023-05-22,1,169.84642028808594,-0.013747433643980737,2023-05-23,0,,
2023-12-06,1,198.9033660888672,-0.01029230849604035,2023-12-07,0,,
2023-12-15,1,198.56634521484372,-0.00929783165519667,2023-12-18,0,,
2024-08-26,1,233.9102783203125,-0.012009577845237807,2024-08-27,0,,
2024-08-27,1,232.97239685058597,0.0046338094006454986,2024-08-28,1,232.97239685058597,235.9157257080078
