Date,Open,High,Low,Close,Volume,Adj Close
2022-01-03,466.3500061035156,468.04998779296875,442.760009765625,445.9200134277344,397600,442.75
2022-01-04,442.3999938964844,445.32000732421875,421.1400146484375,429.0,525800,425.9503173828125
2022-01-05,425.95001220703125,427.0299987792969,403.5,403.9700012207031,530100,401.09832763671875
2022-01-06,404.3399963378906,413.2099914550781,396.54998779296875,407.739990234375,519700,404.8414611816406
2022-01-07,404.2200012207031,404.8999938964844,389.7699890136719,390.4700012207031,513900,387.6942443847656
2022-01-10,388.0799865722656,392.8699951171875,379.6099853515625,392.57000732421875,557200,389.7793884277344
2022-01-11,391.9200134277344,400.44000244140625,387.04998779296875,399.489990234375,386700,396.650146484375
2022-01-12,401.0,407.6600036621094,399.0400085449219,401.2699890136719,350500,398.41741943359375
2022-01-13,401.7099914550781,401.7099914550781,379.54998779296875,380.7799987792969,397300,378.0731506347656
2022-01-14,378.3500061035156,381.1199951171875,372.0899963378906,379.7799987792969,424300,377.0802917480469
2022-01-18,367.0400085449219,375.0,365.6099853515625,372.1600036621094,401300,369.6896057128906
2022-01-19,374.7099914550781,381.45001220703125,373.2300109863281,375.45001220703125,431700,372.9577941894531
2022-01-20,378.0400085449219,389.0199890136719,372.9200134277344,373.5899963378906,743300,371.11016845703125
2022-01-21,379.69000244140625,384.8399963378906,366.3800048828125,367.79998779296875,654800,365.3585510253906
2022-01-24,364.20001220703125,385.1000061035156,360.3999938964844,383.5199890136719,880700,380.9742126464844
2022-01-25,376.510009765625,385.7799987792969,373.2099914550781,378.3599853515625,683700,375.8485107421875
2022-01-26,378.6199951171875,388.2900085449219,374.54998779296875,378.57000732421875,757200,376.05706787109375
2022-01-27,382.9800109863281,388.8599853515625,379.0,383.8599853515625,759600,381.3119812011719
2022-01-28,385.7300109863281,393.04998779296875,376.54998779296875,393.0299987792969,561500,390.4211120605469
2022-01-31,394.94000244140625,401.1199951171875,387.8800048828125,393.2200012207031,670300,390.6098327636719
2022-02-01,396.32000732421875,397.7200012207031,387.2200012207031,397.239990234375,382500,394.6031494140625
2022-02-02,399.1000061035156,408.9800109863281,397.4200134277344,408.7300109863281,340600,406.0168762207031
2022-02-03,400.4800109863281,406.9599914550781,400.07000732421875,402.1499938964844,242900,399.4805908203125
2022-02-04,400.1499938964844,405.6700134277344,397.4200134277344,400.75,184200,398.0898742675781
2022-02-07,401.010009765625,404.2200012207031,396.17999267578125,400.7200012207031,248000,398.0600280761719
2022-02-08,394.9599914550781,402.67999267578125,393.1600036621094,400.69000244140625,287500,398.0303039550781
2022-02-09,406.8399963378906,408.9599914550781,404.8299865722656,408.7799987792969,373500,406.0665283203125
2022-02-10,400.0899963378906,408.1300048828125,396.3800048828125,399.54998779296875,327400,396.89776611328125
2022-02-11,399.5,404.25,390.989990234375,391.20001220703125,372600,388.603271484375
2022-02-14,390.82000732421875,394.9100036621094,381.70001220703125,383.67999267578125,495300,381.1331481933594
2022-02-15,387.8500061035156,392.5799865722656,380.67999267578125,385.3699951171875,502000,382.8119812011719
2022-02-16,380.8399963378906,382.8699951171875,371.45001220703125,379.32000732421875,615000,376.8021240234375
2022-02-17,382.5299987792969,395.0,373.79998779296875,387.29998779296875,598100,384.7291259765625
2022-02-18,388.95001220703125,389.6199951171875,367.5899963378906,369.489990234375,502500,367.03741455078125
2022-02-22,369.25,373.9700012207031,361.45001220703125,369.1300048828125,564500,366.6796875
2022-02-23,370.0,370.8800048828125,357.19000244140625,357.489990234375,426300,355.1169738769531
2022-02-24,349.1499938964844,379.8500061035156,349.1499938964844,378.3800048828125,538100,375.86834716796875
2022-02-25,377.55999755859375,386.57000732421875,373.8299865722656,386.4700012207031,427200,383.9046325683594
2022-02-28,385.2699890136719,389.0799865722656,379.4200134277344,387.0799865722656,537900,384.5105895996094
2022-03-01,388.5299987792969,388.5299987792969,378.5299987792969,381.5799865722656,410000,379.047119140625
2022-03-02,384.1300048828125,387.5199890136719,379.57000732421875,384.67999267578125,256300,382.12652587890625
2022-03-03,388.5199890136719,391.6000061035156,382.3699951171875,391.239990234375,287900,388.6429748535156
2022-03-04,391.1099853515625,392.260009765625,381.19000244140625,387.19000244140625,460300,384.619873046875
2022-03-07,385.239990234375,385.239990234375,368.79998779296875,372.8800048828125,298100,370.4049072265625
2022-03-08,368.0199890136719,373.19000244140625,358.57000732421875,358.6499938964844,324500,356.2693176269531
2022-03-09,368.2200012207031,376.3399963378906,363.5,372.3999938964844,288500,369.9280090332031
2022-03-10,367.6499938964844,375.0400085449219,362.80999755859375,371.4700012207031,254400,369.0041809082031
2022-03-11,376.1300048828125,376.1300048828125,362.9800109863281,363.2099914550781,296800,360.79901123046875
2022-03-14,365.3500061035156,375.8699951171875,363.94000244140625,370.0199890136719,410300,367.5638122558594
2022-03-15,375.4100036621094,386.4700012207031,371.1499938964844,385.42999267578125,524300,382.8716125488281
