Date,Open,High,Low,Close,Volume,Adj Close
2022-01-03,72.2699966430664,72.69000244140625,71.61000061035156,72.58000183105469,6622500,64.74696350097656
2022-01-04,72.61000061035156,73.4000015258789,72.18000030517578,72.20999908447266,6784100,64.41688537597656
2022-01-05,72.44000244140625,73.05000305175781,71.97000122070312,72.18000030517578,7799500,64.39013671875
2022-01-06,71.68000030517578,72.08999633789062,71.33999633789062,71.58999633789062,7368200,63.86380386352539
2022-01-07,71.37999725341797,71.75,70.83000183105469,71.26000213623047,7119600,63.569419860839844
2022-01-10,71.98999786376953,72.25,71.41999816894531,72.08999633789062,10362300,64.30985260009766
2022-01-11,72.1500015258789,72.56999969482422,71.47000122070312,72.37000274658203,8932000,64.55963134765625
2022-01-12,71.95999908447266,72.5199966430664,71.66000366210938,72.25,7206200,64.45257568359375
2022-01-13,71.98999786376953,72.45999908447266,71.44999694824219,71.87999725341797,6711300,64.12252044677734
2022-01-14,72.06999969482422,72.13999938964844,71.16000366210938,71.7699966430664,8344800,64.02437591552734
2022-01-18,71.41999816894531,71.5199966430664,70.06999969482422,70.43000030517578,8986600,62.82899856567383
2022-01-19,70.27999877929688,70.6500015258789,69.01000213623047,69.06999969482422,8217700,61.615760803222656
2022-01-20,69.06999969482422,69.30999755859375,67.7699966430664,67.80999755859375,8639700,60.49174880981445
2022-01-21,68.12000274658203,69.06999969482422,67.69000244140625,68.51000213623047,14843200,61.116207122802734
2022-01-24,68.54000091552734,69.33999633789062,66.77999877929688,68.56999969482422,12909000,61.169734954833984
2022-01-25,68.05000305175781,69.37000274658203,67.88999938964844,68.83999633789062,9239400,61.41059112548828
2022-01-26,67.30999755859375,68.55999755859375,66.95999908447266,67.33999633789062,11280400,60.07247543334961
2022-01-27,67.41000366210938,68.69000244140625,67.22000122070312,67.2699966430664,9323200,60.01002502441406
2022-01-28,67.37000274658203,68.87000274658203,67.0199966430664,68.86000061035156,11514100,61.428436279296875
2022-01-31,68.63999938964844,68.8499984741211,68.19000244140625,68.68000030517578,9252700,61.267860412597656
2022-02-01,68.79000091552734,68.80000305175781,67.91000366210938,68.47000122070312,10463700,61.08052444458008
2022-02-02,65.5,66.01000213623047,64.0199966430664,65.81999969482422,18365000,58.716522216796875
2022-02-03,65.58000183105469,66.37999725341797,65.06999969482422,65.38999938964844,12479500,58.332916259765625
2022-02-04,64.94999694824219,65.61000061035156,63.869998931884766,63.900001525878906,12392800,57.00373458862305
2022-02-07,63.9900016784668,64.22000122070312,63.279998779296875,63.7599983215332,14361400,56.878841400146484
2022-02-08,63.83000183105469,64.33999633789062,63.47999954223633,63.70000076293945,12044800,56.8253173828125
2022-02-09,63.88999938964844,63.97999954223633,63.29999923706055,63.380001068115234,13164800,56.53985595703125
2022-02-10,63.11000061035156,63.11000061035156,61.709999084472656,61.790000915527344,14978000,55.12145233154297
