Date,Open,High,Low,Close,Volume,Adj Close
2022-01-03,247.1199951171875,249.4199981689453,231.0800018310547,235.0500030517578,11860900,235.0500030517578
2022-01-04,232.1999969482422,239.42999267578125,225.24000549316406,233.05999755859375,10455000,233.05999755859375
2022-01-05,232.10000610351562,237.8800048828125,214.60000610351562,215.22999572753906,9042200,215.22999572753906
2022-01-06,216.03500366210938,222.22000122070312,205.22999572753906,216.05999755859375,8173000,216.05999755859375
2022-01-07,216.41400146484375,221.9669952392578,211.9499969482422,213.86000061035156,5283100,213.86000061035156
2022-01-10,211.3699951171875,241.99000549316406,207.5,233.6999969482422,17191500,233.6999969482422
2022-01-11,226.0,228.0,220.27999877929688,221.38999938964844,7331200,221.38999938964844
2022-01-12,220.47999572753906,228.5,218.75999450683594,222.88999938964844,5846600,222.88999938964844
2022-01-13,219.55999755859375,221.5,209.5800018310547,210.1699981689453,7405700,210.1699981689453
2022-01-14,204.00999450683594,212.75999450683594,200.0800018310547,204.72999572753906,10167500,204.72999572753906
2022-01-18,196.91400146484375,198.82000732421875,185.38999938964844,186.61000061035156,11030800,186.61000061035156
2022-01-19,188.83999633789062,191.33999633789062,173.41000366210938,174.07000732421875,10597600,174.07000732421875
2022-01-20,174.99000549316406,177.47000122070312,166.21499633789062,167.52000427246094,11489600,167.52000427246094
2022-01-21,166.22999572753906,171.25399780273438,157.2899932861328,160.07000732421875,11801300,160.07000732421875
2022-01-24,153.47000122070312,158.0,138.1699981689453,157.3000030517578,16626800,157.3000030517578
2022-01-25,156.00999450683594,168.25999450683594,150.0,152.5399932861328,11475000,152.5399932861328
2022-01-26,157.99000549316406,165.85000610351562,152.8000030517578,154.9600067138672,9295900,154.9600067138672
2022-01-27,157.42999267578125,158.27999877929688,146.5399932861328,148.6199951171875,8661700,148.6199951171875
2022-01-28,149.9499969482422,159.8699951171875,146.75999450683594,159.47000122070312,6756200,159.47000122070312
